# What each kind of creature takes from each element: a damage
# multiplier, higher meaning it is hurt more. 0 is immune.
# wcid,name,health,slash,pierce,bludgeon,cold,fire,acid,electric,nether,
# tolerance,level
# health is how much it has at full, 0 when not recorded: what tells a
# thing worth spending a vulnerability on from one that dies first.
# An empty column means the creature has no figure for that element.
# tolerance is the server's flags for when it will attack; empty means
# it attacks whatever comes near. level is what it is worth killing,
# empty when it has none. Between them they tell a Rabbit from a
# Revenant, both of which stand there until they are hit.
# Regenerate with reference/scripts/data/creatures.sh (reads the ACE
# world database, the community's reconstruction of retail's server
# data; the client has no copy of its own).
190,Cultist Cohort,200,0.35,0.35,0.35,0.35,0.35,0.35,0.35,,,80
191,Cultist Priest,220,1,1,1,1,1,1,1,,,80
192,Drudge Prowler,36,0.86,0.75,0.66,1.42,1.42,0.75,1.42,,,8
193,Drudge Slinker,40,0.86,0.75,0.66,1.42,1.42,0.75,1.42,,,8
194,Copper Golem,150,0.33,0.5,0.83,0.2,0.2,1,1,,,40
195,Granite Golem,190,0.53,0.9,1,0.1,0.4,0.33,0.4,,,60
196,Ice Golem,95,0.83,0.83,0.8,0,1,0.83,0.8,,,15
197,Iron Golem,1100,0.33,0.5,0.83,0.2,0.1,1,1,,,160
198,Limestone Golem,95,0.63,0.63,1,0.2,0.3,1,0.63,,,15
199,Magma Golem,455,0.9,0.33,0.33,1,0,0.2,0.33,,,100
200,Mud Golem,61,0.83,0.83,0.83,1,1,0.33,0.83,,,8
201,Obsidian Golem,190,0.53,0.9,1,0.1,0.4,0.2,0.4,,,60
202,Sandstone Golem,95,0.33,0.5,1,0.2,0.2,1,0.83,,,15
203,Gromnie Hatchling,40,1,1,1,0.7,0.83,1,1,,,6
204,Lich,90,1,0.52,0.75,0.2,1,0.75,0.86,,,20
205,Obeloth Lugian,150,0.66,0.66,0.66,0.42,0.25,0.9,1,,64,30
206,Lithos Lugian,140,0.66,0.66,0.66,0.42,0.25,0.9,1,,64,40
208,Mite Matron,100,0.7,0.8,0.8,0.75,1,1,0.8,,,30
209,Mite Squib,75,0.7,0.8,0.8,0.75,1,1,0.8,,,15
210,Mosswart Chief,115,0.55,0.8,0.8,0.38,1,0.3,1,,,30
211,Mudlurk Mosswart,75,0.7,0.8,0.8,0.8,1,0.5,1,,,15
212,Olthoi Noble,275,0.75,1,1,0.75,0.75,0.42,0.25,,,80
213,Olthoi Nymph,115,0.75,1,1,0.75,0.75,0.42,0.25,,,30
214,Olthoi Soldier,190,0.75,1,1,0.75,0.75,0.42,0.25,,,60
215,Blue Phyntos Wasp,35,1,1,1,0.8,0.7,0.8,0.9,,,8
216,Green Phyntos Wasp,35,1,1,1,0.9,0.9,0.75,0.9,,,8
217,Gold Phyntos Wasp,138,1,1,1,0.75,0.75,0.75,0.25,,,50
218,Black Rat,20,0.6,1.6,1.6,0.6,2.1,0.85,0.85,,,15
219,Grey Rat,15,0.6,1.6,1.6,0.6,2.1,0.85,0.85,,,8
220,Brown Rat,30,0.6,1.6,1.6,0.6,2.1,0.85,0.85,,64,8
221,Adult Reedshark,60,0.6,0.75,1,0.66,1,1,0.75,,,15
222,Veteran Reedshark,60,0.6,0.75,1,0.66,1,1,0.75,,,15
223,Reedshark Pup,41,0.6,0.75,1,0.66,1,1,0.75,,,8
224,Rogue,170,0.35,0.35,0.35,0.35,0.35,0.35,0.35,,,95
225,Rogue Mage,195,0.35,0.35,0.35,0.35,0.35,0.35,0.35,,,95
226,High Tumerok,160,1,1,1,1,1,1,1,,,50
227,Tumerok Gladiator,223,1,1,1,1,1,1,1,,,80
228,Tumerok High Priest,325,1,1,1,1,1,1,1,,,100
229,Tumerok Officer,110,1,1,1,1,1,1,1,,,50
230,Tumerok Taskmaster,330,1,1,1,1,1,1,1,,,80
231,Tumerok Priest,185,1,1,1,1,1,1,1,,,60
232,Tumerok Scout,45,1,1,1,1,1,1,1,,,20
233,Tumerok Warrior,103,1,1,1,1,1,1,1,,,30
234,Tumerok Worker,48,1,1,1,1,1,1,1,,,8
235,Goldenback Tusker,130,0.5,1,0.75,0.75,1,0.75,0.25,,,30
236,Female Tusker,95,0.5,1,0.75,0.75,1,0.75,0.4,,,15
237,Virindi Master,145,1,1,1,0.5,1,1,0.5,,,50
238,Virindi Puppet,115,1,1,1,0.5,1,1,0.5,,,30
619,Revenant,235,1,0.52,0.75,0.1,1,0.75,0.86,,,60
937,Banderling Guard,73,0.76,0.65,0.5,0.76,1,0.65,1,,,15
938,Banderling Raider,70,0.76,0.65,0.5,0.76,1,0.65,1,,,15
939,Young Banderling,43,0.76,0.65,0.5,0.76,1,0.65,1,,,8
940,Drudge Sneaker,47,0.86,0.75,0.66,1.42,1.42,0.75,1.42,,,8
941,Water Golem,61,0.33,0.5,0.33,1,1,0.83,1,,,8
942,Wood Golem,61,0.83,0.8,0.8,0.77,1,0.8,0.67,,,8
943,Mite Scion,25,0.7,0.8,0.8,0.75,1,1,0.8,,,8
944,Mite Digger,60,0.7,0.8,0.8,0.75,1,1,0.8,,,8
945,Mite Sentry,80,0.7,0.8,0.8,0.75,1,1,0.8,,,15
946,Mite Squire,85,0.7,0.8,0.8,0.75,1,1,0.8,,,20
947,Barker Mosswart,75,0.55,0.8,0.8,0.8,1,0.5,1,,,15
948,Mosswart Feeder,47,0.8,0.8,0.8,0.8,1,0.8,1,,,8
949,Red Rat,55,0.6,1.6,1.6,0.6,2.1,0.85,0.85,,64,15
950,Zombie,70,1,0.7,0.75,0.4,1,0.75,0.86,,,15
1210,Mercenary,250,0.35,0.35,0.35,0.35,0.35,0.35,0.35,,,115
1218,Thief,220,0.35,0.35,0.35,0.35,0.35,0.35,0.35,,,105
1240,Oversized Banderling Ogre,130,0.76,0.65,0.5,0.76,1.08,0.65,1.32,,,20
1241,Banderling Bloodblade,130,0.76,0.65,0.5,0.76,1.08,0.65,1.32,,,20
1242,Drudge Hoarder,60,0.86,0.85,0.8,1,1,0.85,1,,,15
1243,Large Silver Rat,90,0.75,0.75,1,0.58,1,0.58,1,,,30
1255,Drudge Slave Keyholder,60,0.86,0.85,0.8,1,1,0.85,1,,,15
1256,Braggart Mosswart,80,0.55,0.8,0.8,0.8,1,0.5,1,,,15
1257,Mosswart Overchief,110,0.55,0.8,0.8,0.38,1,0.3,1,,,20
1258,Ravenous Mosswart,75,0.7,0.8,0.8,0.8,1,0.5,1,,,15
1259,Mosswart Keeper,75,0.7,0.8,0.8,0.8,1,0.5,1,,,15
1273,Giant White Rat,180,0.75,0.75,1,0.58,0.25,0.58,1,,,80
1321,Matted Drudge Ravener,160,0.86,0.75,0.66,1.42,1.42,0.75,1.42,,,80
1322,Drudge Stalker Pack Rat,160,0.86,0.75,0.66,1.42,1.42,0.75,1.42,,,50
1356,Banderling Captain,65,0.76,0.65,0.5,0.76,1,0.65,1,,,15
1362,Trusted Tusker,100,0.42,1,0.75,0.75,1,0.75,0.4,,,15
1404,Guardian of the Lost Light,200,1,0.52,0.75,0.1,1,0.75,0.86,,,60
1405,Swamp Rat,80,0.85,0.85,1,0.85,1,0.9,0.8,,,8
1406,Desert Rat,80,0.85,0.85,1,0.85,0.85,1,1,,,15
1407,Drudge Slave,60,0.86,0.85,0.8,1,1,0.85,1,,,15
1408,Drudge Slave,60,0.86,0.85,0.8,1,1,0.85,1,,,15
1409,Drudge Slave,60,0.86,0.85,0.8,1,1,0.85,1,,,15
1410,Drudge Slave,60,0.86,0.85,0.8,1,1,0.85,1,,,15
1461,Mosswart Mucker,75,0.55,0.8,0.8,0.8,1,0.5,1,,,15
1462,Banderling Rogue,223,0.76,0.65,0.5,0.76,1.08,0.65,1.32,,,60
1463,Revenant,300,1,0.52,0.75,0.1,1,0.75,0.86,,,60
1464,Drudge Robber,38,0.86,0.75,0.66,1.42,1.42,0.75,1.42,,,8
1465,Guardian of the Helm,95,1,0.52,0.75,0.2,1,0.75,0.86,,,30
1466,Wari al Sha'im,135,1,0.52,0.75,0.2,1,0.75,0.86,,,30
1467,Mite Scamp,45,0.7,0.8,0.8,0.75,1,1,0.8,,,8
1468,Drudge Slinker,38,0.86,0.75,0.66,1.42,1.42,0.75,1.42,,,8
1469,Banderling Scout,43,0.76,0.65,0.5,0.76,1,0.65,1,,,8
1470,Mosswart Feeder,47,0.8,0.8,0.8,0.8,1,0.8,1,,,8
1484,Banderling Bandit,165,0.76,0.65,0.5,0.76,1.08,0.65,1.32,,,50
1486,Mosswart Mucker,80,0.55,0.8,0.8,0.8,1,0.5,1,,,11
1497,Banderling Sentry,100,0.76,0.65,0.5,0.76,1,0.65,1,,64,10
1520,Banderling Raider Guardian,83,0.76,0.65,0.5,0.76,1,0.65,1,,,8
1521,Heavy Drudge Prowler,50,0.86,0.75,0.66,1.42,1.42,0.75,1.42,,,8
1522,Baron of Colier,113,1,0.52,0.75,0.2,1,0.75,0.86,,,30
1523,Undead Curator,53,1,0.65,0.75,0.4,1,0.75,0.86,,,15
1524,Undead Miner,63,1,0.65,0.75,0.4,1,0.75,0.86,,,15
1535,Ethereal Wisp,20,1,1,1,0,0.55,0.4,0.8,,2,5
1536,K'nath Z'bog,50,0.75,0.86,0.58,0.75,1,1,1,,,8
1608,Drudge Lurker,117,0.9,0.61,1,0.9,1,0.9,0.23,,,40
1609,Drudge Stalker,167,0.9,0.61,1,0.9,1,0.9,0.23,,,50
1610,Drudge Ravener,258,0.9,0.61,1,0.9,1,0.9,0.23,,,80
1611,Rust Gromnie,45,1,1,1,0.7,0.83,1,1,,,8
1612,Azure Gromnie,48,1,1,1,1,1,0.7,1,,,15
1613,Ivory Gromnie,60,1,1,1,0.83,0.7,1,1,,,15
1614,Jade Gromnie,68,1,1,1,1,0.83,1,0.7,,,15
1615,Ash Gromnie,90,1,1,1,0.5,0.5,0.5,0.5,,,30
1616,Swamp Gromnie,80,0.5,1.11,1,1,1,0.91,1,,,15
1617,Amploth Lugian,125,0.66,0.66,0.66,0.42,0.3,0.9,1,,64,20
1618,Gigas Lugian,200,0.66,0.66,0.66,0.42,0.25,0.9,1,,64,50
1619,Mosswart Shaman,90,0.7,0.8,0.8,0.8,1,0.6,1,,,20
1620,Injured Olthoi,70,0.75,1,1,0.75,0.75,0.42,0.25,,,15
1621,Olthoi Queen,308,0.75,1,1,0.75,0.75,0.42,0.25,,,201
1622,Mire Phyntos Wasp,65,1,1,1,0.8,0.7,0.8,0.8,,,15
1623,Desert Rat,80,0.85,0.85,1,0.85,0.85,1,1,,,15
1624,Swamp Rat,80,0.85,0.85,1,0.85,1,0.9,0.8,,,15
1625,Mountain Rat,80,0.8,0.85,1,0.85,0.85,1,1,,,20
1626,Silver Rat,90,0.75,0.75,1,0.58,1,0.58,1,,,30
1627,Tusker Crimsonback,110,0.5,1,0.75,0.75,1,0.75,0.25,,,30
1628,Tusker Slave,400,0.5,1,0.75,0.75,1,0.75,0.25,,,80
1629,Tusker Guard,260,0.5,1,0.75,0.75,1,0.75,0.25,,,80
1630,Lich Lord,235,1,0.52,0.75,0.2,1,0.75,0.86,,,60
1631,Drudge Servant,60,0.86,0.85,0.8,1,1,0.85,1,,,15
1632,Drudge Slave,60,0.86,0.85,0.8,1,1,0.85,1,,,15
1668,Banderling Breeder,70,0.76,0.65,0.5,0.76,1,0.65,1,,,15
1669,Banderling Chief,95,0.76,0.65,0.5,0.76,1,0.65,1,,,20
1756,Shadow Child,75,1,0.5,0.67,0.1,1,0.2,0.5,,,15
1757,Shadow Lieutenant,185,1,0.5,0.67,0.1,1,0.2,0.5,,,60
1758,Shadow,115,1,0.5,0.67,0.1,1,0.2,0.5,,,30
1759,Skeleton,43,0.75,0.6,1,0.65,0.9,0.75,0.75,,,8
1760,Skeleton Warrior,95,0.58,0.4,1,0.5,0.9,0.6,0.5,,,20
1761,Skeleton Captain,95,0.58,0.3,1,0.4,0.9,0.42,0.4,,,20
1762,Skeleton Lord,108,0.58,0.25,1,0.3,0.9,0.42,0.4,,,40
1763,Lesser Mu-miyah,65,0.75,0.58,0.75,0.4,1,1,0.5,,,15
1764,Greater Mu-miyah,75,0.75,0.58,0.75,0.4,1,1,0.46,,,20
1765,Horrible Mu-miyah,130,0.75,0.58,0.75,0.25,1,1,0.46,,,50
1766,Stony Armoredillo,38,0.53,1,0.5,0.95,0.5,0.7,0.95,,,8
1986,Water Wisp,30,1,1,1,0,0.55,0.4,0.8,,,8
1987,Ghost Wisp,50,1,1,1,0,0.4,0.4,0.8,,,15
1988,Dark Wisp,70,1,1,1,0,0.3,0.3,0.8,,,20
1989,Shadow Wisp,120,1,1,1,0,0.3,0.3,0.8,,,50
2186,Mosswart Shaman,80,0.7,0.8,0.8,0.8,1,0.6,1,,,15
2223,Orcud the Beggar,80,1,1,1,1,1,1,1,,,4
2224,Dinsmal the Beggar,95,1,1,1,1,1,1,1,,,5
2225,Binthura the Beggar,108,1,1,1,1,1,1,1,,,6
2439,Tumerok Fighter,78,1,1,1,1,1,1,1,,,20
2442,Straw Drudge,16,1,1,1,1,1,1,1,,1,1
2443,Straw Phyntos Wasp,16,1,1,1,1,1,1,1,,1,1
2444,Straw Rat,16,1,1,1,1,1,1,1,,1,1
2481,Tumerok Priest,85,1,1,1,1,1,1,1,,,60
2482,Tumerok Major,200,1,1,1,1,1,1,1,,,79
2483,Tumerok Gladiator,123,1,1,1,1,1,1,1,,,80
2484,Tumerok Taskmaster,330,1,1,1,1,1,1,1,,,80
2485,Augmented Tumerok,250,1,1,1,1,1,1,1,,,90
2486,Tumerok High Priest,110,1,1,1,1,1,1,1,,,95
2487,Tumerok Worker,48,1,1,1,1,1,1,1,,,8
2488,Tumerok Warrior,103,1,1,1,1,1,1,1,,,20
2489,Tumerok Officer,95,1,1,1,1,1,1,1,,,16
2490,High Tumerok,160,1,1,1,1,1,1,1,,,41
2491,Tumerok Overlord,500,1,1,1,1,1,1,1,,,120
2564,Freshwater Armoredillo,98,0.53,1,0.5,0.5,0.7,0.5,0.7,,,30
2565,Shore Armoredillo,98,0.53,1,0.5,0.5,0.7,0.4,0.7,,,30
2566,Black Rabbit,5,1,1,1,1,1,1,1,,64,4
2567,Brown Rabbit,5,1,1,1,1,1,1,1,,64,4
2568,White Rabbit,2599,1,1,1,1,1.5,1,1,,2,666
2569,K'nath N'gell,55,0.75,0.86,0.58,0.75,1,1,1,,,8
2570,K'nath S'tath,60,0.75,0.86,0.58,0.75,1,1,1,,,8
2571,K'nath N'osaj,25,0.75,0.86,0.58,0.75,1,1,1,,,15
2572,K'nath D'Nob,65,0.75,0.86,0.58,0.75,1,1,1,,,15
2573,K'nath T'aed,90,0.75,0.86,0.58,0.75,1,1,1,,,15
2574,Rough Monouga,115,0.6,0.9,0.45,1,0.45,0.75,0.55,,,20
2575,Crude Monouga,125,0.52,0.9,0.45,1,0.45,0.75,0.46,,,30
2576,Wild Monouga,130,0.52,0.9,0.45,1,0.45,0.75,0.46,,,30
2577,Shallows Shark,55,0.85,1,0.85,0.52,1,0.45,0.85,,,8
2578,Shallows Lurker,60,0.85,1,0.85,0.52,1,0.45,0.85,,,15
2579,Shallows Slayer,60,0.85,1,0.85,0.52,1,0.45,0.85,,,15
2580,White Mattekar,65,0.58,0.9,0.86,0.4,1,0.75,0.4,,,15
2581,Snowy Mattekar,68,0.58,0.9,0.86,0.4,1,0.75,0.4,,,15
2582,Great Mattekar,73,0.58,0.9,0.86,0.25,1,0.75,0.25,,,20
2583,Se Sclavus,65,1,0.75,0.46,1,0.75,0.4,0.4,,,15
2584,Aste Sclavus,85,1,0.75,0.46,1,0.75,0.4,0.4,,,20
2585,Essa Sclavus,105,1,0.75,0.46,1,0.75,0.25,0.25,,,30
2586,Sata Sclavus,165,1,0.75,0.46,1,0.75,0.25,0.25,,,60
2607,Lilly of Glenden Wood,100,1,1,1,1,1,1,1,,,20
2608,Jibrit Zefir,25,1,0.8,1,0.8,0.6,0.85,0.65,,,8
2610,Kilif Zefir,50,1,0.8,1,0.8,0.6,0.85,0.65,,,15
2611,Zofrit Zefir,70,1,0.8,1,0.8,0.6,0.85,0.65,,,30
2612,Outcast Monouga,40,0.8,0.9,0.7,1,0.7,0.8,0.8,,,8
3607,Tibri the Cavedweller,58,1,1,1,1,1,1,1,,,40
3663,Skeleton,15,0.75,0.6,1,0.65,0.9,0.75,0.75,,,5
3917,Collector,110,1,1,1,1,1,1,1,,,5
3918,Collector,125,1,1,1,1,1,1,1,,,4
3919,Jewel Collector,130,1,1,1,1,1,1,1,,,7
3920,Collector,125,1,1,1,1,1,1,1,,,5
3921,Stone Collector,115,1,1,1,1,1,1,1,,,6
3922,Tumerok Collector,135,1,1,1,1,1,1,1,,,7
3923,Wing Collector,95,1,1,1,1,1,1,1,,,5
3924,Wing Collector,105,1,1,1,1,1,1,1,,,6
3925,Ivory Crafter,115,1,1,1,1,1,1,1,,,7
3926,Ivory Crafter,125,1,1,1,1,1,1,1,,,8
3927,Obsidian Enchanter,125,1,1,1,1,1,1,1,,,6
3928,Obsidian Enchantress,130,1,1,1,1,1,1,1,,,7
3929,Obsidian Enchantress,123,1,1,1,1,1,1,1,,,6
3930,Olthoi Hunter,176,1,1,1,1,1,1,1,,,9
3931,Trophy Smith,128,1,1,1,1,1,1,1,,,8
3932,Trophy Smith,128,1,1,1,1,1,1,1,,,8
4055,Ri-Gau Shi,125,1,1,1,1,1,1,1,,,14
4099,Tumerok Scout,45,1,1,1,1,1,1,1,,,20
4100,Tumerok Warrior,103,1,1,1,1,1,1,1,,,30
4101,Tumerok Fighter,78,1,1,1,1,1,1,1,,,20
4102,Tumerok Gladiator,223,1,1,1,1,1,1,1,,,80
4103,Tumerok Officer,110,1,1,1,1,1,1,1,,,50
4104,High Tumerok,160,1,1,1,1,1,1,1,,,50
4105,Tumerok Priest,185,1,1,1,1,1,1,1,,,60
4106,Tumerok High Priest,325,1,1,1,1,1,1,1,,,100
4107,Tumerok Worker,48,1,1,1,1,1,1,1,,,8
4108,Gnawer Shreth,15,0.9,0.9,1,1.42,0.8,1,0.85,,,8
4109,Carrion Shreth,25,0.8,0.8,1,1.42,0.8,1,0.85,,,8
4110,Blood Shreth,38,0.58,0.75,1,1,0.5,1,0.6,,,8
4111,Hunter Shreth,50,0.58,0.75,1,1,0.5,0.42,0.5,,,15
4112,Vorous Shreth,65,0.58,0.75,1,1,0.5,0.42,0.5,,,15
4119,Colossal Monouga,400,1,1,1,1,1,1,1,,1,107
4120,Safa bint Jusun,17,1,1,1,1,1,1,1,,,4
4122,Le-Ai Rea,100,1,1,1,1,1,1,1,,,33
4123,Tortured Soul,113,1,0.52,0.75,0.2,1,0.75,0.86,,,30
4124,Lich Overseer,89,1,0.52,0.75,0.2,1,0.75,0.86,,,50
4125,Pile O' Bones,33,0.75,0.6,1,0.65,0.9,0.75,0.75,,64,8
4126,Accursed Miner,33,0.75,0.6,1,0.65,0.9,0.75,0.75,,64,8
4127,Cursed Foreman,89,1,0.52,0.75,0.2,1,0.75,0.86,,,60
4131,Tan Rat,15,0.6,1.6,1.6,0.6,2.1,0.85,0.85,,64,8
4132,Russet Rat,15,0.6,1.6,1.6,0.6,2.1,0.85,0.85,,64,8
4201,Drunken Madman,110,1,1,1,1,1,1,1,,,14
4202,Grilhud the Hermit,133,1,1,1,1,1,1,1,,,14
4212,Tremendous Monouga,100000,0.75,0.75,0.75,0.75,0.75,0.75,0.75,,,999
4213,Leather Crafter,123,1,1,1,1,1,1,1,,,6
4214,Leather Crafter,45,1,1,1,1,1,1,1,,,5
4215,Leather Crafter,70,1,1,1,1,1,1,1,,,8
4216,Diamond Golem,555,0.33,0.67,1,0.5,0.5,0.5,0.5,,,100
4217,Dark Revenant,300,1,0.52,0.75,0.1,1,0.75,0.86,,,80
4242,Sharp Chittick,70,1,1,1,1,1,1,1,,,18
4243,Horned Chittick,170,0.53,1,0.5,0.5,0.7,0.4,0.7,,,50
4244,Stinging Chittick,490,0.6,1,0.5,0.7,0.65,1,0.65,,,100
4245,Mite Snippet,20,0.7,0.8,0.8,0.75,1,1,0.8,,,8
4246,Rank Moarsman,125,0.86,0.75,0.42,0.86,0.58,0.25,0.42,,,40
4247,Foul Moarsman,275,0.86,0.75,0.42,0.86,0.58,0.25,0.42,,,80
4248,Putrid Moarsman,405,0.86,0.75,0.42,0.86,0.58,0.25,0.42,,,100
4249,Young Mosswart,47,0.8,0.8,0.8,0.8,1,0.8,1,,,8
4250,Olthoi Worm,110,0.75,1,1,0.75,0.75,0.42,0.25,,,14
4251,Olthoi Grub,115,0.75,1,1,0.75,0.75,0.42,0.25,,,18
4252,Olthoi Crawler,125,0.75,1,1,0.75,0.75,0.42,0.25,,,24
4253,Panumbris Shadow,255,1,0.5,0.67,0.1,1,0.2,0.5,,,80
4254,Umbris Shadow,255,1,0.5,0.67,0.1,1,0.2,0.5,,,80
4255,Malus Shreth,245,0.58,0.75,1,1.42,0.25,0.42,0.42,,,80
4256,Slithis Tendril,100,0.86,0.42,0.42,0.25,0.86,0.42,0.25,,,26
4257,Slithis Tentacle,100,0.86,0.42,0.42,0.25,0.86,0.42,0.25,,,18
4258,Slithis Eye Stalk,150,0.86,0.58,0.25,0.25,0.86,0.58,0.13,,,35
4259,Slithayr Tendril,180,0.86,0.42,0.42,0.25,0.86,0.42,0.25,,,44
4260,Slithayr Tentacle,140,0.86,0.42,0.42,0.25,0.86,0.42,0.25,,,53
4261,Slithayr Eye Stalk,210,0.86,0.58,0.25,0.25,0.86,0.58,0.13,,,70
4262,Green Deru,90,1,1,1,1,1,1,1,,,13
4263,Tall Deru,110,1,1,1,1,1,1,1,,,17
4264,Full Deru,125,1,1,1,1,1,1,1,,,20
4265,Old Deru,90,1,1,1,1,1,1,1,,,20
4266,Old Bones,43,0.75,0.6,1,0.65,0.9,0.75,0.75,,,8
4789,Obsidian Enchantress,130,1,1,1,1,1,1,1,,,7
4794,Brentsella,55,1,1,1,1,1,1,1,,,7
4795,Celcynd the Dour,40,1,1,1,1,1,1,1,,,10
4796,Mindorla,55,1,1,1,1,1,1,1,,,8
4897,Guardian of the Crypt,100,0.58,0.3,1,0.4,0.9,0.42,0.4,,,18
4984,Gelidite Acolyte,345,1,0.52,0.75,0.1,1,0.75,0.86,,,80
4985,Frost Mattekar,863,0.58,0.9,0.86,0.4,1,0.75,0.4,,,94
4986,Gelidite Initiate,345,1,0.52,0.75,0.1,1,0.75,0.86,,,80
4987,Undead,43,1,0.52,0.75,0.1,1,0.75,0.86,,,90
4991,Fenngar,263,1,0.52,0.75,0,1,0.75,0.86,,,45
4992,Ferundi,263,1,0.52,0.75,0,1,0.75,0.86,,,43
4993,Frisander,263,1,0.52,0.75,0,1,0.75,0.86,,,43
5020,Felscuda,110,1,1,1,1,1,1,1,,,5
5024,Raxanza Folthid,110,1,1,1,1,1,1,1,,,8
5025,Aste Sclavus,88,1,0.75,0.46,1,0.75,0.4,0.4,,,16
5033,Flinrala Ryndmad,110,1,1,1,1,1,1,1,,,5
5035,Worcer,110,1,1,1,1,1,1,1,,,5
5046,Lord Aleval,140,1,1,1,1,1,1,1,,,15
5047,Beltslora,48,1,1,1,1,1,1,1,,,4
5048,Ercel,30,1,1,1,1,1,1,1,,,5
5063,Dai Ya the Scholar,83,1,1,1,1,1,1,1,,,11
5064,Lou Ei ,68,1,1,1,1,1,1,1,,,9
5065,Te Ven,63,1,1,1,1,1,1,1,,,5
5091,Greeter,20,1,1,1,1,1,1,1,,,8
5092,Greeter,20,1,1,1,1,1,1,1,,,8
5093,Greeter,20,1,1,1,1,1,1,1,,,8
5094,Training Master,75,1,1,1,1,1,1,1,,,17
5095,Training Master,50,1,1,1,1,1,1,1,,,19
5096,Training Master,90,1,1,1,1,1,1,1,,,23
5119,Inuo KonKou,33,1,1,1,1,1,1,1,,,11
5120,Ji Ra Ping ,25,1,1,1,1,1,1,1,,,9
5121,Shin Ro,35,1,1,1,1,1,1,1,,,9
5122,Wa Shi,35,1,1,1,1,1,1,1,,,10
5137,Rubid al-Jurma,125,1,1,1,1,1,1,1,,,4
5138,Saqat,125,1,1,1,1,1,1,1,,,4
5152,Jilsaya bint Dah,45,1,1,1,1,1,1,1,,,11
5153,Nurbaha bint Dah,155,1,1,1,1,1,1,1,,,11
5154,Sarqah bint Ak,45,1,1,1,1,1,1,1,,,11
5165,Drudge Slinker,38,0.86,0.75,0.66,1.42,1.42,0.75,1.42,,,8
5177,Ahyara,125,1,1,1,1,1,1,1,,,4
5178,Lubziklan al-Luq,176,1,1,1,1,1,1,1,,,5
5179,Mara al-Luq,125,1,1,1,1,1,1,1,,,5
5180,Nasun ibn Tifar,125,1,1,1,1,1,1,1,,,4
5193,Oi-Tong Ye ,35,1,1,1,1,1,1,1,,,5
5195,Lou Ka,35,1,1,1,1,1,1,1,,,5
5196,Wounded Drudge Skulker,25,1,1,1,1,1,1,1,,,8
5197,Nen Ai,40,1,1,1,1,1,1,1,,,5
5365,Akyafi ibn Sumwar,115,1,1,1,1,1,1,1,,,4
5366,Ma'yad ibn Ibsar,145,1,1,1,1,1,1,1,,,10
5369,Undead,43,1,0.7,0.75,0.4,1,0.75,0.86,,,8
5370,Drudge Prowler,36,1,1,1,1,1,1,1,,,8
5429,Desert Rabbit,5,1,1,1,1,1,1,1,,64,4
